District #,County #,Locale,Labor Force Diff,Employed Diff,Unemployed Level Diff,Unemployed Rate Diff,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,CARES ESSER I 20,CRRSA ESSER II 21,ARP ESSER III 21,ESSER-SUPP 22,ESSER-SUPP 23,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% County Infected 07/28/2021,% County Deaths 07/28/2021,% County Infected 01/29/2022,% County Deaths 01/29/2022,% County Infected 07/29/2022,% County Deaths 07/29/2022,% County Infected 10/30/2022,% County Deaths 10/30/2022,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,% Total Operational Public Schools Diff 2019-2021,% School-wide Title I Diff 2019-2021,% Title I Eligible School Diff 2019-2021,Teachers:Students Diff 2019-2021,Staff:Students Diff 2019-2021,% Free Lunch Diff 2019-2021,% Reduced-price Lunch Diff 2019-2021,% Asian or Asian/Pacific Islander Students Diff 2019-2021,% Hispanic Students Diff 2019-2021,% Black or African American Students Diff 2019-2021,% White Students Diff 2019-2021,% Grades 1-8 Diff 2019-2021,% Grades 9-12 Diff 2019-2021,% Prek Diff 2019-2021,% K Diff 2019-2021,% ADA Diff 2019-2021,Total Public Schools Diff 2021-2022,Total Students Diff 2021-2022,% Total Operational Public Schools Diff 2021-2022,% School-wide Title I Diff 2021-2022,% Title I Eligible School Diff 2021-2022,Teachers:Students Diff 2021-2022,Staff:Students Diff 2021-2022,% Free Lunch Diff 2021-2022,% Reduced-price Lunch Diff 2021-2022,% Asian or Asian/Pacific Islander Students Diff 2021-2022,% Hispanic Students Diff 2021-2022,% Black or African American Students Diff 2021-2022,% White Students Diff 2021-2022,% Grades 1-8 Diff 2021-2022,% Grades 9-12 Diff 2021-2022,% Prek Diff 2021-2022,% K Diff 2021-2022,% ADA Diff 2021-2022,% Students Tested Math - Grade 3 Diff 2019-2021,% Students Tested Reading - Grade 3 Diff 2019-2021,% Students Tested Math - Grade 4 Diff 2019-2021,% Students Tested Reading - Grade 4 Diff 2019-2021,% Students Tested Math - Grade 5 Diff 2019-2021,% Students Tested Reading - Grade 5 Diff 2019-2021,% Students Tested Math - Grade 6 Diff 2019-2021,% Students Tested Reading - Grade 6 Diff 2019-2021,% Students Tested Math - Grade 7 Diff 2019-2021,% Students Tested Reading - Grade 7 Diff 2019-2021,% Students Tested Math - Grade 8 Diff 2019-2021,% Students Tested Reading - Grade 8 Diff 2019-2021,% Students Tested Math - Grade 3 Diff 2021-2022,% Students Tested Reading - Grade 3 Diff 2021-2022,% Students Tested Math - Grade 4 Diff 2021-2022,% Students Tested Reading - Grade 4 Diff 2021-2022,% Students Tested Math - Grade 5 Diff 2021-2022,% Students Tested Reading - Grade 5 Diff 2021-2022,% Students Tested Math - Grade 6 Diff 2021-2022,% Students Tested Reading - Grade 6 Diff 2021-2022,% Students Tested Math - Grade 7 Diff 2021-2022,% Students Tested Reading - Grade 7 Diff 2021-2022,% Students Tested Math - Grade 8 Diff 2021-2022,% Students Tested Reading - Grade 8 Diff 2021-2022,Label_Math (19-21),Label_Reading (19-21),Label_All (19-21),Label_Math (21-22),Label_Reading (21-22),Label_All (21-22)
19907,48037.0,13-City: Small,0.0026378466975695,0.0173511014413924,-0.2349582784365393,-0.2413793103448275,2808.2,2686.5,2912.6,34669,181.91,23615,223.05,38493,93245.0,2149686.0,9188881.0,20643587.0,0.0,0.0,0.014767547857793984,0.0006541905732210842,0.021416697946270578,0.0010188213845246394,0.06170840259531342,0.0018017051852646255,0.08699662180277763,0.002488069065365435,0.1900262748672851,0.0040109389243391065,0.23239852002788353,0.004708027240066492,0.2510054158399914,0.004804547160705668,0.6665785997357992,0.7005089390578103,0.7569773565034229,0.6875276832496083,0.24185167179819586,0.007929563009776914,0.06548911575649544,0.50513693080538,0.49486306919462,0.0639658618268244,0.06752012099605682,0.06802787230594717,0.06890293307405607,0.060984173283638525,0.13332253011397396,0.13169124399070922,0.14368281747960893,0.12034786366337169,0.07592502565764597,0.04560038891589694,0.020029168692270297,0.11811704981395484,0.1593642735585105,0.19856355822204275,0.27087599873085466,0.0259021027430846,0.11653061813147192,0.09934273764060998,0.5905229522250799,0.31013431013431014,0.0,-0.0769230769230769,0.006993006993007089,-0.03424088617262546,-0.040659403984287225,0.005226896430372054,-0.12318248101351191,-0.04338678785299244,0.27663566578057347,-0.060070406496573366,-0.053339430363208734,-0.05336835212918359,0.23752456338255565,-0.25163722382474507,-0.14017410007623096,-0.01863275515814583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054105531167743276,-0.03728725477458748,-0.009185268997163478,0.009801099783376005,0.024714828897338403,-0.04389489033717229,-0.058508103987456456,-0.05849071029895259,-0.06957127496857628,-0.20697715251410143,-0.17996504426459972,-0.12340316811446089,-0.17652793251631382,0.011695906432748525,0.024742268041237088,-0.003960396039603994,-0.01020408163265297,0.15625000000000008,0.18013856812933035,-0.056737588652482206,-0.017057569296375287,0.17673378076062654,0.1303370786516853,-0.03309692671394808,-0.01851851851851851,0,0,0,-1,-1,-1
84906,48167.0,22-Suburb: Mid-size,-0.0069796185444587,0.0207509817284912,-0.395831437152999,-0.3880597014925374,7506.1,7296.3,7705.0,108969,496.25,75747,601.19,132492,342139.0,2445335.0,9982966.0,22427567.0,0.0,0.0,0.03391603997205814,0.00047933734534794337,0.03684467424058643,0.0004997968661859653,0.08785318247846635,0.0008856049734172368,0.12722314614820293,0.0013561739526917423,0.26237874080417606,0.002300234699931899,0.3185196659837084,0.002531135006532433,0.3363837504639927,0.0025749768368996226,0.6703734211971444,0.7025009331840238,0.7842354701920679,0.7246188754896004,0.13769571142669812,0.029830866880185644,0.22405761579628505,0.4951237345911043,0.5048762654088957,0.06858353157643601,0.07057454455578098,0.07147393317748507,0.07158034938845007,0.06007023469923689,0.1294844992773996,0.13458561184172133,0.1583267252299105,0.12271162236662787,0.06495508206062978,0.03506585790346333,0.012588007922858545,0.12067652268076241,0.12646716038506364,0.23880186107975662,0.2692967724765759,0.03029301911552827,0.08902531912745827,0.17754279503668147,0.5656492467469734,0.2568079582163451,0.07142857142857141,0.0,0.0,0.12707142680615988,0.10102194643901061,0.16610397304428665,-0.7923782640853456,-0.11859133738795606,0.09192020403378828,-0.03939105474039841,-0.10966265530255247,-0.0003086891551226642,0.02227130269727302,-0.22817666373817996,0.05503436456631381,0.005404327475073103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03512487748590658,-0.022280062186943474,-0.026055159758203786,-0.04385720262167057,-0.05566143468806978,-0.09308797593111313,-0.11599746055534735,-0.09983513464004394,-0.10148378823960437,0.041399981904837,-0.09371070586222034,-0.16695818619847527,-0.04131172131239298,-0.05595667870036106,-0.05263157894736842,-0.026455026455026478,-0.010714285714285725,0.08695652173913038,0.11867704280155639,0.012820512820512752,0.016513761467889968,0.01855287569573283,0.10144927536231887,0.07539682539682538,-0.017543859649122803,0,0,0,0,0,0
221801,48121.0,21-Suburb: Large,-0.0585350898276119,-0.044693411862961,-0.7937613567534827,-0.3181818181818182,13226.1,13030.2,13420.5,240289,1039.74,167934,1204.08,256139,887207.0,1813627.0,7358955.0,16532508.0,0.0,0.0,0.013508685120834259,0.0001780869627944775,0.01664662249057999,0.00021302807574782436,0.05928041595704272,0.0006604997480858469,0.08918775437975579,0.0008949433446760451,0.17994222317903263,0.0013367793536344956,0.21154815054434872,0.0015464260313545768,0.227427195682631,0.001576858613604266,0.4552367563422583,0.540700260532503,0.573413324913167,0.7504519976939817,0.08381048393182154,0.06561587892800333,0.18236258213680967,0.4919304451762263,0.5080695548237737,0.07514178692270311,0.0805642500762133,0.0763159245050663,0.07219436957263203,0.0764909887204315,0.1506065371392696,0.16311306431798905,0.14488978500303343,0.09119638281110873,0.043995448330400505,0.018638302239312784,0.006853160361839623,0.10468227842306556,0.12228191885604418,0.3058192426619612,0.2500114445521851,0.02489502224404779,0.07054421966881547,0.06188046334216968,0.6124565177501279,0.32566301890770244,0.0,-0.10526315789473684,0.0,0.04927002692359588,-0.010128618516357539,-0.04037895923913611,0.7920248679360832,0.044411219141019836,0.06577606298813264,-0.027720218579525984,-0.054050427360388356,-0.03821798613632874,0.17708931035250297,2.190596068273594,-0.1418980816897541,0.01895341642430362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04506693472763864,-0.11545647029518001,-0.11769260549748346,-0.08801463860933213,-0.08968036529680364,-0.1158077617328519,-0.10984177215189872,-0.1027228858186088,-0.1167845111375834,-0.190423677055129,-0.13899446749654218,-0.0575827306596536,-0.12186647173489278,0.11774461028192373,0.12126245847176073,-0.00802568218298563,-0.010433386837881219,0.09202958093672961,0.08830744071954215,-0.02694136291600642,-0.03225806451612899,-0.11510791366906477,-0.061324611610793174,-0.11043689320388354,-0.02224281742354028,0,0,0,0,0,0
227805,48453.0,11-City: Large,-0.0546941888883699,-0.040721033477713,-0.7074987159732923,-0.35,19854.6,19591.6,20144.4,404467,1436.83,229929,1786.48,441240,1273954.0,89212.0,409812.0,920676.0,0.0,0.0,0.022961582600313668,0.00034302651430114433,0.02507390376732598,0.000360295583670996,0.053036451865608965,0.0006405254820817706,0.06903388976368063,0.0008391197798350647,0.16250743747419452,0.0012315986291498752,0.20352854184687988,0.0013783857187936142,0.2182182402190346,0.0014152787306292063,0.0,0.27146814404432135,0.26795580110497236,0.6929977173898186,0.0852395764381518,0.057927335282045876,0.33464549247949266,0.5043972952338552,0.4956027047661447,0.07397882971806152,0.06901137009331561,0.06130145880074121,0.0665930529764729,0.09537952055423103,0.18801073158730253,0.15086413099722143,0.12926036791224155,0.09261266116418977,0.041801641370503365,0.022002097111492522,0.009184137714226577,0.1526824190848697,0.15528337293277325,0.21260325317022155,0.20000148343375357,0.025139257343615176,0.07473292011461997,0.08334013235427432,0.4759654609736198,0.4406944066721059,0.0,0.0,0.0,0.131775798301818,0.35808757819481685,-0.13710178710178703,0.0,0.0,-0.28172043010752684,0.015540540540540576,0.0,-0.07222222222222215,1.263777777777778,0.0,-0.39214559386973186,-0.014667361142466334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04050701334037849,-0.11622807017543867,-0.08771929824561414,-0.1353383458646616,-0.15544675642594863,-0.27394957983193274,-0.2436974789915966,-0.23827392120075042,-0.1916376306620209,0.04653371320037992,0.0826210826210827,0.0,-0.05714285714285716,0.0,-0.06249999999999993,0.16666666666666663,0.19999999999999993,0.33333333333333326,0.35999999999999993,0.03571428571428558,-0.06250000000000006,-0.03448275862068968,0.033333333333333215,0.0,0.030303030303030314,-1,-1,-1,1,1,1
226801,48451.0,12-City: Mid-size,-0.0004814012479401,0.0188587443073449,-0.3787590407308717,-0.3877551020408163,3514.0,3362.4,3659.0,42331,241.2,27728,294.22,46571,119200.0,484531.0,2337565.0,5251536.0,0.0,0.0,0.018934563758389263,0.0006040268456375838,0.02210570469798658,0.0007214765100671141,0.10143456375838926,0.0019966442953020134,0.11452181208053691,0.002315436241610738,0.24433724832214765,0.0034563758389261744,0.28553691275167786,0.003909395973154362,0.29699664429530204,0.003926174496644295,0.774025069637883,0.773663988822913,0.8120592383638928,0.8171450863695747,0.04032697053273334,0.01014298156481347,0.35668275511685293,0.48969371461750616,0.5103062853824938,0.07009362752213674,0.06602917694875889,0.06228226157642619,0.07938380026128611,0.0960135723617361,0.13399078240673537,0.10965851357236174,0.13069748875018145,0.11336006677311657,0.07165408622441574,0.04831978516475541,0.018516838438089708,0.12489664784673171,0.15657555928279512,0.19992440528218092,0.27176301055963714,0.029978030285133826,0.08986322080744608,0.09104378261149643,0.5918060595649653,0.3171501578235382,0.0,0.0,0.0,0.023773338519671006,0.06328921909165806,-0.02846779423434017,0.1053030941741843,-0.22529843233136773,0.10040956124333297,-0.21307588326106708,-0.06913988335086266,-0.04449223573280133,0.34107269969979265,0.0,-0.13639825243496734,-0.015710521717313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2316978916514292,0.02280034687479153,0.02280034687479153,-0.04254354420088188,-0.04254354420088188,-0.051835949729415465,-0.051835949729415465,-0.044116109177286124,-0.04782108549830435,-0.06611570247933884,-0.06611570247933884,-0.1005181347150259,-0.09827190090900012,0.07335907335907331,0.07335907335907331,0.40191387559808606,0.40191387559808606,0.09583333333333342,0.09583333333333342,0.25193798449612415,0.2568093385214008,0.42920353982300896,0.42920353982300896,0.36170212765957444,0.40865384615384615,0,0,0,-1,-1,-1
105802,48209.0,13-City: Small,-0.0784876543209876,-0.0657675563888598,-0.3751172827922687,-0.3170731707317073,2741.2,2694.9,2785.5,55245,216.25,36281,252.73,59417,230191.0,64644.0,232716.0,522816.0,0.0,0.0,0.02550490679479215,0.00029106263928650554,0.026582272982001904,0.00033016060575782717,0.07212271548409799,0.0007167960519742301,0.09739737869855902,0.0010078586912607356,0.2312557832408739,0.0016985894322540847,0.2834385358245978,0.001920144575591574,0.3073882123975307,0.0019809636345469632,0.5161290322580645,0.675,0.79375,0.8065331271044575,0.03523713138179712,0.011590826634077412,0.35263228245717887,0.4981000210047929,0.5018999789952071,0.06728535329425168,0.06987594442004494,0.06946857873933052,0.08929583023035256,0.12844749120026477,0.13486350067151687,0.127791887057865,0.1269962509627197,0.10141495923160648,0.05121986926107685,0.02429554380135831,0.009044791129612302,0.10200018101185628,0.11523214770567472,0.25841252602045434,0.25406824146981627,0.026626844058285817,0.06615983346909222,0.07021559486342292,0.6087819984179612,0.3210024067186159,0.0,0.0,0.0,0.15093816631130072,0.14380967536600878,-0.29215686274509806,0.165909090909091,-0.7625000000000001,0.03239795918367341,-0.1882911392405064,0.4758928571428572,-0.038124999999999944,0.0,0.0,0.27232142857142866,-0.06548121919907222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25407483809403536,0.12280701754385959,0.12280701754385959,-0.03289473684210527,-0.03289473684210527,-0.1904761904761905,-0.23308270676691736,-0.15624999999999994,-0.15624999999999994,0.0,0.0,0.0,0.0,-0.38888888888888884,-0.4444444444444444,-0.5238095238095238,-0.5238095238095238,-0.42105263157894735,-0.38888888888888884,-0.1333333333333333,-0.1333333333333333,0.0,0.0,0.0,0.0,1,1,1,1,1,1
170801,48201.0,21-Suburb: Large,-0.0344662433661197,0.3655968344691141,-0.8355619196024342,-0.4,73260.4,71381.2,74996.4,1435155,6133.23,985652,7262.66,1598698,4713325.0,208156.0,952149.0,2139081.0,0.0,0.0,0.02999008131202495,0.0005838765627237672,0.03415508160375107,0.0006210053412399951,0.06553802252125622,0.0010124487490253695,0.08785687386293116,0.0014382627974943378,0.20112213776898474,0.0021640773763744276,0.2445191027565466,0.0023573591891074774,0.2589713206706518,0.002408915150132868,0.4844124700239808,0.6987951807228916,0.75,0.5664701833298758,0.18949291856069908,0.06182884177947782,0.40844392087984266,0.4978437169437739,0.5021562830562261,0.08217895402250823,0.07827543293653033,0.07490850855194885,0.07347074216259711,0.07269345887154886,0.1616607521297098,0.14374780541478852,0.13403921700864932,0.09753695760910494,0.04777127883260406,0.024752111139048676,0.00896478132096131,0.1235692311980239,0.12859029164097258,0.2595712658214618,0.21424097048750831,0.03377962659085604,0.10478659099539771,0.10229761968802113,0.5096709947719957,0.3880313855399832,0.0,0.0,0.0,0.19540272206277368,0.47245158981563706,-0.041133862822845986,0.0,-1.0,0.21845798143926018,-0.09277531815203795,-0.38995215311004783,0.08300628998440941,0.0,0.0,-0.568273831431726,0.00012762061113027082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2314583693098269,-0.2801383399209486,-0.3265810276679842,-0.5961538461538461,-0.4807692307692307,-0.5079365079365079,-0.5079365079365079,-0.31951089845826686,-0.25571504518872934,-0.5361163227016886,-0.43527204502814265,-0.32352941176470584,-0.27843137254901956,0.1290322580645162,0.2413793103448276,0.5238095238095238,0.18518518518518515,0.06451612903225817,0.06451612903225817,0.25,0.1714285714285714,0.6521739130434783,0.35714285714285715,0.5217391304347824,0.5217391304347824,-1,-1,-1,-1,-1,-1
211901,48421.0,43-Rural: Remote,-0.0397727272727272,-0.0336749633967789,-0.238095238095238,-0.2,73.4,71.6,75.1,1081,5.54,819,6.49,1252,3022.0,0.0,58531.0,131494.0,0.0,0.0,0.02084712111184646,0.00033090668431502316,0.025479814692256783,0.0006618133686300463,0.04169424222369292,0.003970880211780278,0.07941760423560557,0.003970880211780278,0.15122435473196558,0.005294506949040371,0.16810059563203178,0.005294506949040371,0.17008603573792191,0.005294506949040371,1.0,0.9824561403508771,0.976878612716763,0.8833223467369808,0.004614370468029005,0.0023071852340145024,0.4044166117336849,0.5102175346077785,0.4897824653922215,0.07119314436387607,0.08668424522083058,0.08075148319050758,0.09096901779828609,0.04185893210283454,0.10382333553065261,0.14337508239947264,0.14634146341463414,0.1015161502966381,0.06591957811470006,0.046473302570863545,0.02109426499670402,0.12025901942645699,0.09528214616096208,0.3209990749306198,0.31637372802960223,0.043478260869565216,0.0425531914893617,0.1365814696485623,0.6333865814696485,0.23003194888178913,0.0,0.0,0.0,-0.1623310482705692,-0.027560723620761087,-0.11552550014088475,-0.3893491124260355,0.0,-0.19386021442380935,0.0,0.31275190806963393,-0.12103281334050571,0.21473563657186498,0.18737672583826442,0.23201494861413888,-0.06461815135087169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020302132203837357,0.0,0.0,-0.012626262626262682,-0.012626262626262682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11111111111111116,-0.11111111111111116,0.05882352941176473,0.05882352941176473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,1,1,1
56902,48111.0,43-Rural: Remote,0.0234025769129634,0.0302457466918714,-0.23,-0.2307692307692307,200.0,195.8,204.5,2448,16.18,1743,19.34,2827,7287.0,29492.0,153365.0,344548.0,0.0,0.0,0.03417044051049815,0.0013723068478111707,0.052833813640730067,0.0015095375325922876,0.07616303005351997,0.0032935364347468094,0.13640730067243034,0.0035679978043090437,0.26650198984492934,0.004803073967339097,0.30533827363798544,0.005626458076025799,0.31974749554000276,0.005900919445588034,1.0,1.0,0.9948717948717949,0.8012830076085334,0.012531702222885275,0.006116664180217813,0.40534089213784874,0.5194688945248396,0.48053110547516037,0.09309264508429062,0.08264955989855288,0.0766820826495599,0.07369834402506341,0.06653737132627181,0.13993734148888556,0.13934059376398628,0.12994181709682232,0.10428166492615247,0.05728778159033269,0.027152021482918096,0.009398776667163957,0.14624183006535948,0.09803921568627451,0.28431372549019607,0.2659313725490196,0.032679738562091505,0.08047385620915033,0.13406437920056596,0.5221082419526,0.3438273788468341,0.0,0.0,0.0,0.0774006551528979,-0.05053033925718224,-0.19944550337896377,-0.12666782186796055,0.0,-0.016823246668123237,-0.09547738693467339,-0.033096517068099074,-0.004195288368447763,0.01758793969849251,0.4472361809045227,-0.37379203710861997,-0.005075544646628215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06134548109722217,-0.06249999999999997,-0.06249999999999997,-0.05555555555555558,-0.05555555555555558,0.0,0.0,0.18181818181818182,0.18181818181818182,0.10000000000000003,0.10000000000000003,-0.05454545454545448,-0.05454545454545448,-0.11764705882352941,-0.11764705882352941,0.05882352941176473,0.05882352941176473,0.3999999999999999,0.3999999999999999,0.8999999999999999,0.8999999999999999,-0.2777777777777778,-0.2777777777777778,0.33333333333333326,0.5833333333333331,1,1,1,-1,-1,-1
101868,48201.0,11-City: Large,-0.0344662433661197,0.3655968344691141,-0.8355619196024342,-0.4,73260.4,71381.2,74996.4,1435155,6133.23,985652,7262.66,1598698,4713325.0,188416.0,933828.0,2097922.0,0.0,0.0,0.02999008131202495,0.0005838765627237672,0.03415508160375107,0.0006210053412399951,0.06553802252125622,0.0010124487490253695,0.08785687386293116,0.0014382627974943378,0.20112213776898474,0.0021640773763744276,0.2445191027565466,0.0023573591891074774,0.2589713206706518,0.002408915150132868,0.0,0.0,0.40749414519906324,0.5664701833298758,0.18949291856069908,0.06182884177947782,0.40844392087984266,0.4978437169437739,0.5021562830562261,0.08217895402250823,0.07827543293653033,0.07490850855194885,0.07347074216259711,0.07269345887154886,0.1616607521297098,0.14374780541478852,0.13403921700864932,0.09753695760910494,0.04777127883260406,0.024752111139048676,0.00896478132096131,0.1235692311980239,0.12859029164097258,0.2595712658214618,0.21424097048750831,0.03377962659085604,0.10478659099539771,0.10229761968802113,0.5096709947719957,0.3880313855399832,0.0,0.0,0.0,0.21086652690426289,0.10697900013322681,-0.0633110732215592,-1.0,0.0,-0.33611111111111114,0.01636081783140599,0.4753086419753086,-0.009763654705288964,0.011354114295290787,0.0,0.0,-0.057332207570747126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12143138785816684,-0.058823529411764705,-0.1111111111111111,-0.21052631578947367,-0.21052631578947367,-0.34375000000000006,-0.25,-0.1765625,-0.1765625,-0.10581222056631887,-0.15690866510538645,-0.16011396011396012,-0.13345091122868905,0.5714285714285714,0.5714285714285714,-0.06666666666666674,-0.06666666666666674,0.1428571428571429,0.0,0.29411764705882365,0.29411764705882365,-0.26,-0.22916666666666663,-0.3283582089552239,-0.3283582089552239,-1,0,-1,1,0,1
101861,48201.0,21-Suburb: Large,-0.0344662433661197,0.3655968344691141,-0.8355619196024342,-0.4,73260.4,71381.2,74996.4,1435155,6133.23,985652,7262.66,1598698,4713325.0,241362.0,1075452.0,2416092.0,0.0,0.0,0.02999008131202495,0.0005838765627237672,0.03415508160375107,0.0006210053412399951,0.06553802252125622,0.0010124487490253695,0.08785687386293116,0.0014382627974943378,0.20112213776898474,0.0021640773763744276,0.2445191027565466,0.0023573591891074774,0.2589713206706518,0.002408915150132868,0.31673582295988933,0.0,0.24856321839080459,0.5664701833298758,0.18949291856069908,0.06182884177947782,0.40844392087984266,0.4978437169437739,0.5021562830562261,0.08217895402250823,0.07827543293653033,0.07490850855194885,0.07347074216259711,0.07269345887154886,0.1616607521297098,0.14374780541478852,0.13403921700864932,0.09753695760910494,0.04777127883260406,0.024752111139048676,0.00896478132096131,0.1235692311980239,0.12859029164097258,0.2595712658214618,0.21424097048750831,0.03377962659085604,0.10478659099539771,0.10229761968802113,0.5096709947719957,0.3880313855399832,0.0,0.3333333333333333,0.3333333333333333,-0.06007478648699091,0.27334052941583437,0.055016371011093114,0.1265361297722432,-0.713091922005571,-0.17716928575182636,0.03968669847486147,-0.24256267409470753,0.13368318995367728,0.0,-0.3911950540118215,-0.34028322185712145,-0.017366834550310524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1722256892069456,-0.31097961867192636,-0.31097961867192636,-0.2747612806590526,-0.2680461073318216,-0.3885823429541596,-0.3885823429541596,-0.5081730769230769,-0.5081730769230769,-0.5824780058651027,-0.6070381231671554,-0.7631578947368421,-0.6842105263157895,0.33928571428571414,0.33928571428571414,0.0,0.016393442622950838,0.627906976744186,0.627906976744186,1.0,1.0,1.2352941176470589,1.375,3.833333333333333,2.625,0,0,0,0,-1,-1
101814,48201.0,11-City: Large,-0.0344662433661197,0.3655968344691141,-0.8355619196024342,-0.4,73260.4,71381.2,74996.4,1435155,6133.23,985652,7262.66,1598698,4713325.0,619392.0,2849165.0,6400887.0,0.0,0.0,0.02999008131202495,0.0005838765627237672,0.03415508160375107,0.0006210053412399951,0.06553802252125622,0.0010124487490253695,0.08785687386293116,0.0014382627974943378,0.20112213776898474,0.0021640773763744276,0.2445191027565466,0.0023573591891074774,0.2589713206706518,0.002408915150132868,0.0,0.3726207906295754,0.392993145468393,0.5664701833298758,0.18949291856069908,0.06182884177947782,0.40844392087984266,0.4978437169437739,0.5021562830562261,0.08217895402250823,0.07827543293653033,0.07490850855194885,0.07347074216259711,0.07269345887154886,0.1616607521297098,0.14374780541478852,0.13403921700864932,0.09753695760910494,0.04777127883260406,0.024752111139048676,0.00896478132096131,0.1235692311980239,0.12859029164097258,0.2595712658214618,0.21424097048750831,0.03377962659085604,0.10478659099539771,0.10229761968802113,0.5096709947719957,0.3880313855399832,0.0,0.0,0.0,0.14299389880724034,0.15348664926102598,0.38025871599478817,-0.7480833623039906,-0.677231807951988,0.18853790628865275,-0.15770479584876768,-0.9399501038050211,0.028576358220773635,0.0,-0.4490326403256865,0.1743656253046312,-0.04022030428586628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1032431637318536,-0.06548001167201627,-0.06548001167201627,-0.13093692524072276,-0.1514659742507844,-0.11083677327263607,-0.11632543516601486,-0.2271054099274958,-0.2271054099274958,-0.19397456476108155,-0.1813804173354735,-0.1807228915662651,-0.19277108433734935,-0.11940298507462693,-0.11194029850746277,-0.07874015748031497,-0.056451612903225826,-0.08955223880597019,-0.08208955223880599,-0.1788617886178863,-0.1788617886178863,0.5937499999999999,0.5692307692307692,-0.04411764705882354,-0.02985074626865681,-1,0,0,1,1,1
